"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"20:10:37:734","8685031077538","3576.348","  31.390"," 1952"," 1200"," 2700"," 1954","  11.216","32881.235","9133.676","   9.067","23691.859","6581.072"," 57","0"," 51"," 64","   1.220","5008.255","1391.182","  45.000","    0","    0"
"20:10:38:724","8687217161180","3577.338","  14.332"," 1970"," 1200"," 2600"," 1962","   6.761","32887.929","9135.536","   4.846","23696.657","6582.405"," 53","0"," 50"," 60","   1.091","5009.336","1391.482","  45.000","    0","    0"
"20:10:39:715","8689405409424","3578.329","   4.086"," 1938"," 1200"," 2600"," 1956","   3.445","32891.344","9136.484","   1.836","23698.477","6582.910"," 53","0"," 49"," 55","   0.946","5010.273","1391.743","  45.000","  450","  433"
"20:10:40:705","8691591387244","3579.319","   3.536"," 1987"," 1200"," 2600"," 1997","   2.993","32894.307","9137.308","   1.626","23700.087","6583.357"," 52","0"," 48"," 55","   0.868","5011.133","1391.981","  45.000","    0","    0"
"20:10:41:695","8693778386558","3580.309","   3.214"," 1805"," 1200"," 2600"," 1815","   2.351","32896.636","9137.954","   1.252","23701.327","6583.702"," 54","0"," 48"," 56","   0.792","5011.918","1392.199","  45.000","    0","    0"
"20:10:42:686","8695965941528","3581.300","   2.880"," 1546"," 1200"," 2600"," 1552","   1.686","32898.306","9138.418","   0.964","23702.282","6583.967"," 52","0"," 48"," 53","   0.652","5012.563","1392.379","  45.000","    0","    0"
"20:10:43:676","8698151970060","3582.290","   3.493"," 2090"," 1200"," 2600"," 2099","   2.428","32900.710","9139.086","   1.670","23703.935","6584.426"," 53","0"," 48"," 56","   0.676","5013.232","1392.565","  45.000","    0","    0"
"20:10:44:667","8700340269096","3583.281","   6.199"," 2461"," 1200"," 2600"," 2467","   4.509","32905.178","9140.327","   3.518","23707.422","6585.395"," 50","0"," 49"," 58","   0.730","5013.956","1392.765","  45.000","    0","    0"
"20:10:45:657","8702526261066","3584.271","  13.011"," 2161"," 1200"," 2600"," 2170","   7.294","32912.400","9142.333","   5.636","23713.002","6586.945"," 57","0"," 49"," 58","   0.944","5014.890","1393.025","  45.000","    0","    0"
"20:10:46:648","8704714675734","3585.262","   2.964"," 1864"," 1200"," 2600"," 1869","   2.028","32914.410","9142.892","   1.206","23714.197","6587.277"," 52","0"," 48"," 58","   0.688","5015.573","1393.215","  45.000","    0","    0"
"20:10:47:639","8706902923006","3586.253","   1.977"," 1664"," 1200"," 2600"," 1669","   1.391","32915.789","9143.275","   0.731","23714.922","6587.478"," 50","0"," 48"," 52","   0.648","5016.215","1393.393","  45.000","    0","    0"
"20:10:48:630","8709091276246","3587.244","   1.954"," 1700"," 1200"," 2600"," 1707","   1.393","32917.169","9143.658","   0.775","23715.690","6587.692"," 50","0"," 48"," 54","   0.633","5016.842","1393.567","  45.000","    0","    0"
"20:10:49:621","8711279492274","3588.235","   1.668"," 1745"," 1200"," 2600"," 1756","   1.349","32918.506","9144.029","   0.718","23716.402","6587.889"," 51","0"," 47"," 53","   0.638","5017.474","1393.743","  45.000","    0","    0"
"20:10:50:611","8713465811832","3589.225","   1.942"," 1679"," 1200"," 2600"," 1691","   1.409","32919.901","9144.417","   0.768","23717.162","6588.101"," 50","0"," 47"," 55","   0.643","5018.112","1393.920","  45.000","    0","    0"
"20:10:51:602","8715654098924","3590.216","   2.429"," 1866"," 1200"," 2600"," 1877","   1.743","32921.629","9144.897","   1.042","23718.194","6588.387"," 51","0"," 47"," 55","   0.660","5018.766","1394.102","  45.000","    0","    0"
"20:10:52:593","8717842352232","3591.207","   4.947"," 2070"," 1200"," 2600"," 2078","   3.028","32924.630","9145.730","   2.114","23720.289","6588.969"," 51","0"," 47"," 59","   0.743","5019.502","1394.306","  45.000","    0","    0"
"20:10:53:584","8720030652428","3592.198","   4.007"," 1946"," 1200"," 2600"," 1956","   3.408","32928.007","9146.669","   1.794","23722.067","6589.463"," 51","0"," 47"," 54","   0.949","5020.442","1394.567","  45.000","    0","    0"
"20:10:54:575","8722218917894","3593.189","   4.028"," 1983"," 1200"," 2600"," 1993","   3.375","32931.352","9147.598","   1.763","23723.814","6589.948"," 50","0"," 48"," 53","   0.945","5021.378","1394.827","  45.000","    0","    0"
"20:10:55:566","8724405438348","3594.179","   5.860"," 2222"," 1200"," 2700"," 2228","   4.488","32935.796","9148.832","   2.878","23726.664","6590.740"," 51","0"," 48"," 58","   0.961","5022.330","1395.092","  45.000","    0","    0"
"20:10:56:557","8726593686984","3595.170","   3.753"," 1916"," 1200"," 2700"," 1923","   3.184","32938.952","9149.709","   1.615","23728.265","6591.185"," 51","0"," 48"," 55","   0.918","5023.240","1395.344","  45.000","    0","    0"
"20:10:57:547","8728779784082","3596.161","   4.059"," 2032"," 1200"," 2600"," 2039","   3.522","32942.439","9150.677","   1.886","23730.132","6591.703"," 51","0"," 48"," 54","   0.944","5024.174","1395.604","  45.000","    0","    0"
"20:10:58:538","8730967724706","3597.151","   3.775"," 1935"," 1200"," 2600"," 1944","   3.255","32945.664","9151.573","   1.675","23731.792","6592.164"," 51","0"," 47"," 55","   0.931","5025.097","1395.860","  45.000","  350","  333"
"20:10:59:529","8733156005688","3598.142","   3.626"," 1981"," 1200"," 2600"," 1988","   2.917","32948.556","9152.377","   1.583","23733.361","6592.600"," 50","0"," 47"," 54","   0.874","5025.964","1396.101","  45.000","    0","    0"
"20:11:00:520","8735344266738","3599.133","   3.485"," 1800"," 1200"," 2600"," 1806","   2.593","32951.125","9153.090","   1.352","23734.702","6592.973"," 51","0"," 47"," 53","   0.827","5026.783","1396.329","  45.000","    0","    0"
"20:11:01:511","8737532536858","3600.125","   1.842"," 1793"," 1200"," 2600"," 1790","   1.490","32952.602","9153.500","   0.810","23735.504","6593.196"," 50","0"," 47"," 51","   0.660","5027.437","1396.510","  45.000","    0","    0"
"20:11:02:501","8739718664564","3601.115","   2.009"," 1605"," 1200"," 2600"," 1609","   1.351","32953.940","9153.872","   0.728","23736.225","6593.396"," 50","0"," 47"," 51","   0.644","5028.074","1396.687","  45.000","    0","    0"
"20:11:03:492","8741906942506","3602.106","   2.419"," 1861"," 1200"," 2600"," 1873","   1.924","32955.846","9154.402","   1.027","23737.243","6593.679"," 51","0"," 47"," 53","   0.722","5028.790","1396.886","  45.000","    0","    0"
"20:11:04:482","8744092890098","3603.096","   2.622"," 2022"," 1200"," 2600"," 2038","   1.863","32957.690","9154.914","   1.174","23738.405","6594.001"," 52","0"," 47"," 53","   0.682","5029.465","1397.074","  45.000","  400","  400"
"20:11:05:473","8746281179644","3604.087","   3.046"," 1909"," 1200"," 2600"," 1913","   2.488","32960.156","9155.599","   1.304","23739.697","6594.360"," 50","0"," 47"," 52","   0.815","5030.273","1397.298","  45.000","    0","    0"
"20:11:06:464","8748469461458","3605.078","   1.605"," 1696"," 1200"," 2600"," 1701","   1.220","32961.365","9155.935","   0.631","23740.322","6594.534"," 50","0"," 47"," 52","   0.624","5030.891","1397.470","  45.000","    0","    0"
"20:11:07:455","8750657695630","3606.069","   2.089"," 1690"," 1200"," 2600"," 1701","   1.475","32962.827","9156.341","   0.797","23741.112","6594.753"," 50","0"," 47"," 53","   0.661","5031.546","1397.652","  45.000","    0","    0"
"20:11:08:446","8752845906272","3607.060","   2.510"," 1602"," 1200"," 2600"," 1607","   1.587","32964.400","9156.778","   0.873","23741.977","6594.994"," 50","0"," 47"," 52","   0.682","5032.222","1397.839","  45.000","    0","    0"
"20:11:09:437","8755034148356","3608.051","   2.057"," 1795"," 1200"," 2600"," 1802","   1.563","32965.949","9157.208","   0.871","23742.840","6595.233"," 50","0"," 47"," 51","   0.661","5032.877","1398.021","  45.000","    0","    0"
"20:11:10:428","8757222377860","3609.042","   1.571"," 1703"," 1200"," 2600"," 1711","   1.311","32967.249","9157.569","   0.684","23743.518","6595.422"," 50","0"," 46"," 50","   0.632","5033.504","1398.195","  45.000","    0","    0"
"20:11:11:419","8759410637968","3610.033","   3.323"," 1895"," 1200"," 2600"," 1908","   2.178","32969.407","9158.169","   1.313","23744.819","6595.783"," 51","0"," 46"," 52","   0.740","5034.237","1398.399","  45.000","  400","  400"
"20:11:12:409","8761597054240","3611.023","   3.575"," 1912"," 1200"," 2600"," 1922","   3.128","32972.504","9159.029","   1.565","23746.368","6596.213"," 50","0"," 47"," 52","   0.928","5035.156","1398.654","  45.000","  450","  433"
"20:11:13:400","8763785211318","3612.014","   3.571"," 1932"," 1200"," 2600"," 1939","   3.164","32975.640","9159.900","   1.594","23747.948","6596.652"," 50","0"," 47"," 52","   0.929","5036.077","1398.910","  45.000","  350","  333"
"20:11:14:391","8765973405592","3613.005","   3.250"," 1943"," 1200"," 2600"," 1951","   3.078","32978.690","9160.747","   1.498","23749.432","6597.064"," 50","0"," 47"," 52","   0.921","5036.989","1399.164","  45.000","  350","  333"
"20:11:15:381","8768159486416","3613.995","   5.801"," 2182"," 1200"," 2600"," 2187","   4.379","32983.025","9161.951","   2.654","23752.060","6597.794"," 51","0"," 47"," 55","   1.021","5038.000","1399.445","  45.000","    0","    0"
"20:11:16:372","8770347817006","3614.986","   3.600"," 1899"," 1200"," 2600"," 1909","   3.089","32986.087","9162.802","   1.575","23753.621","6598.228"," 50","0"," 47"," 52","   0.919","5038.911","1399.697","  45.000","    0","    0"
"20:11:17:363","8772534331018","3615.977","   4.555"," 1946"," 1200"," 2600"," 1960","   3.509","32989.562","9163.767","   1.966","23755.568","6598.769"," 51","0"," 47"," 52","   0.933","5039.835","1399.954","  45.000","  350","  333"
"20:11:18:354","8774722631898","3616.968","   3.620"," 1887"," 1200"," 2600"," 1893","   3.060","32992.594","9164.610","   1.565","23757.119","6599.200"," 50","0"," 47"," 52","   0.902","5040.729","1400.203","  45.000","    0","    0"
"20:11:19:344","8776909792820","3617.958","   4.276"," 1986"," 1200"," 2600"," 1994","   3.840","32996.398","9165.666","   1.870","23758.972","6599.714"," 50","0"," 47"," 53","   1.017","5041.737","1400.482","  45.000","    0","    0"
"20:11:20:335","8779098034990","3618.949","   1.696"," 1649"," 1200"," 2600"," 1649","   1.276","32997.663","9166.017","   0.669","23759.635","6599.899"," 50","0"," 46"," 51","   0.625","5042.356","1400.654","  45.000","    0","    0"
"20:11:21:326","8781286270742","3619.940","   2.155"," 1767"," 1200"," 2600"," 1781","   1.573","32999.221","9166.450","   0.868","23760.496","6600.138"," 49","0"," 46"," 50","   0.648","5042.998","1400.833","  45.000","    0","    0"
"20:11:22:317","8783472907772","3620.931","   1.625"," 1642"," 1200"," 2600"," 1643","   1.210","33000.420","9166.783","   0.634","23761.124","6600.312"," 49","0"," 46"," 50","   0.624","5043.616","1401.005","  45.000","    0","    0"
"20:11:23:307","8785659103960","3621.921","   1.814"," 1673"," 1200"," 2600"," 1685","   1.384","33001.790","9167.164","   0.718","23761.834","6600.510"," 49","0"," 46"," 50","   0.643","5044.253","1401.181","  45.000","    0","    0"
"20:11:24:297","8787845369830","3622.911","   1.580"," 1706"," 1200"," 2600"," 1708","   1.240","33003.018","9167.505","   0.636","23762.464","6600.685"," 50","0"," 46"," 51","   0.630","5044.877","1401.355","  45.000","    0","    0"
"20:11:25:288","8790032454262","3623.901","   3.677"," 1958"," 1200"," 2600"," 1965","   2.886","33005.876","9168.299","   1.562","23764.012","6601.114"," 50","0"," 46"," 54","   0.872","5045.741","1401.595","  45.000","    0","    0"
"20:11:26:278","8792218860994","3624.892","   1.687"," 1705"," 1200"," 2600"," 1716","   1.297","33007.160","9168.656","   0.696","23764.701","6601.306"," 50","0"," 46"," 50","   0.627","5046.362","1401.767","  45.000","  350","  333"
"20:11:27:269","8794407090074","3625.883","   1.879"," 1781"," 1200"," 2600"," 1789","   1.424","33008.571","9169.047","   0.780","23765.474","6601.521"," 49","0"," 46"," 50","   0.651","5047.007","1401.946","  45.000","  350","  333"
"20:11:28:260","8796595310682","3626.874","   4.167"," 2141"," 1200"," 2600"," 2152","   2.716","33011.263","9169.795","   1.788","23767.246","6602.013"," 50","0"," 46"," 52","   0.772","5047.772","1402.159","  45.000","  350","  333"
"20:11:29:251","8798783627384","3627.865","   1.767"," 1689"," 1200"," 2600"," 1692","   1.524","33012.773","9170.215","   0.720","23767.960","6602.211"," 49","0"," 46"," 51","   0.667","5048.433","1402.342","  45.000","  350","  333"
"20:11:30:241","8800969921752","3628.855","   2.897"," 1823"," 1200"," 2600"," 1832","   1.758","33014.513","9170.698","   1.040","23768.990","6602.497"," 49","0"," 46"," 51","   0.651","5049.078","1402.522","  45.000","  350","  333"
"20:11:31:232","8803158081988","3629.846","   3.300"," 1944"," 1200"," 2700"," 1955","   2.822","33017.310","9171.475","   1.490","23770.467","6602.908"," 49","0"," 46"," 51","   0.859","5049.929","1402.758","  45.000","    0","    0"
"20:11:32:223","8805346340000","3630.837","   3.546"," 1925"," 1200"," 2600"," 1935","   3.157","33020.438","9172.344","   1.558","23772.011","6603.336"," 50","0"," 46"," 51","   0.934","5050.854","1403.015","  45.000","  400","  400"
"20:11:33:214","8807534523942","3631.828","   4.588"," 2166"," 1200"," 2600"," 2175","   3.700","33024.105","9173.362","   2.160","23774.152","6603.931"," 50","0"," 46"," 56","   0.933","5051.779","1403.272","  45.000","  400","  400"
"20:11:34:205","8809722796106","3632.819","   3.549"," 1960"," 1200"," 2600"," 1967","   3.071","33027.148","9174.208","   1.571","23775.710","6604.364"," 50","0"," 46"," 53","   0.909","5052.680","1403.522","  45.000","    0","    0"
"20:11:35:196","8811911046162","3633.810","   6.108"," 1830"," 1200"," 2600"," 1841","   4.186","33031.297","9175.360","   2.272","23777.961","6604.989"," 50","0"," 46"," 52","   1.027","5053.698","1403.805","  45.000","    0","    0"
"20:11:36:187","8814099298138","3634.801","   3.616"," 1907"," 1200"," 2600"," 1917","   3.141","33034.410","9176.225","   1.590","23779.536","6605.427"," 50","0"," 46"," 52","   0.906","5054.595","1404.054","  45.000","    0","    0"
"20:11:37:178","8816287526618","3635.792","   3.856"," 1957"," 1200"," 2600"," 1961","   3.215","33037.596","9177.110","   1.675","23781.196","6605.888"," 49","0"," 46"," 50","   0.905","5055.492","1404.303","  45.000","    0","    0"
"20:11:38:169","8818475791092","3636.783","   4.170"," 2002"," 1200"," 2600"," 2011","   3.160","33040.729","9177.980","   1.790","23782.971","6606.381"," 50","0"," 46"," 53","   0.894","5056.378","1404.549","  45.000","    0","    0"
"20:11:39:161","8820664100444","3637.774","   2.915"," 1578"," 1200"," 2600"," 1588","   1.800","33042.513","9178.476","   1.007","23783.969","6606.658"," 49","0"," 46"," 50","   0.709","5057.081","1404.745","  45.000","    0","    0"
"20:11:40:152","8822852402576","3638.765","   1.830"," 1694"," 1200"," 2600"," 1702","   1.362","33043.863","9178.851","   0.732","23784.694","6606.859"," 48","0"," 45"," 50","   0.643","5057.718","1404.922","  45.000","    0","    0"
"20:11:41:143","8825040659724","3639.757","   1.808"," 1688"," 1200"," 2600"," 1697","   1.376","33045.226","9179.230","   0.733","23785.420","6607.061"," 48","0"," 45"," 52","   0.645","5058.357","1405.099","  45.000","    0","    0"
"20:11:42:134","8827228872610","3640.748","   1.626"," 1707"," 1200"," 2600"," 1708","   1.269","33046.484","9179.579","   0.655","23786.069","6607.241"," 48","0"," 45"," 51","   0.630","5058.982","1405.273","  45.000","    0","    0"
"20:11:43:125","8829416818270","3641.738","   1.879"," 1614"," 1200"," 2600"," 1621","   1.344","33047.815","9179.949","   0.692","23786.754","6607.432"," 50","0"," 45"," 49","   0.651","5059.627","1405.452","  45.000","    0","    0"
"20:11:44:116","8831605073642","3642.730","   3.701"," 2018"," 1200"," 2600"," 2024","   2.917","33050.706","9180.752","   1.654","23788.393","6607.887"," 49","0"," 45"," 53","   0.851","5060.470","1405.686","  45.000","    0","    0"
"20:11:45:106","8833791311696","3643.720","   1.907"," 1769"," 1200"," 2600"," 1776","   1.400","33052.092","9181.137","   0.763","23789.148","6608.097"," 49","0"," 45"," 49","   0.632","5061.096","1405.860","  45.000","    0","    0"
"20:11:46:097","8835979607370","3644.711","   1.711"," 1785"," 1200"," 2600"," 1793","   1.374","33053.454","9181.515","   0.719","23789.861","6608.295"," 48","0"," 45"," 51","   0.648","5061.738","1406.038","  45.000","    0","    0"
"20:11:47:088","8838167874126","3645.702","   1.732"," 1690"," 1200"," 2600"," 1701","   1.316","33054.759","9181.877","   0.706","23790.561","6608.489"," 49","0"," 45"," 49","   0.636","5062.368","1406.213","  45.000","    0","    0"
"20:11:48:078","8840354656726","3646.692","   2.275"," 1782"," 1200"," 2600"," 1788","   1.595","33056.338","9182.316","   0.889","23791.441","6608.734"," 48","0"," 45"," 51","   0.667","5063.028","1406.397","  45.000","    0","    0"
"20:11:49:069","8842542904786","3647.683","   1.590"," 1667"," 1200"," 2600"," 1674","   1.206","33057.534","9182.648","   0.607","23792.043","6608.901"," 48","0"," 45"," 48","   0.632","5063.655","1406.571","  45.000","    0","    0"
"20:11:50:060","8844731148642","3648.674","   2.975"," 1878"," 1200"," 2600"," 1882","   2.361","33059.874","9183.298","   1.246","23793.278","6609.244"," 48","0"," 45"," 50","   0.795","5064.443","1406.790","  45.000","    0","    0"
"20:11:51:052","8846919472408","3649.665","   3.333"," 1913"," 1200"," 2600"," 1925","   3.069","33062.915","9184.143","   1.498","23794.762","6609.656"," 48","0"," 45"," 51","   0.931","5065.366","1407.046","  45.000","    0","    0"
"20:11:52:043","8849107752136","3650.656","   3.666"," 1911"," 1200"," 2600"," 1917","   3.095","33065.982","9184.995","   1.576","23796.325","6610.090"," 48","0"," 45"," 51","   0.920","5066.278","1407.299","  45.000","    0","    0"
"20:11:53:034","8851295992000","3651.647","   3.553"," 1948"," 1200"," 2600"," 1951","   3.132","33069.086","9185.857","   1.565","23797.875","6610.521"," 48","0"," 46"," 50","   0.915","5067.184","1407.551","  45.000","    0","    0"
"20:11:54:025","8853484284036","3652.639","   3.597"," 1963"," 1200"," 2600"," 1970","   3.093","33072.152","9186.709","   1.583","23799.444","6610.957"," 48","0"," 46"," 51","   0.914","5068.090","1407.803","  45.000","    0","    0"
"20:11:55:015","8855671146652","3653.629","   3.577"," 1926"," 1200"," 2600"," 1925","   2.995","33075.118","9187.533","   1.539","23800.969","6611.380"," 48","0"," 45"," 52","   0.905","5068.986","1408.052","  45.000","    0","    0"
"20:11:56:005","8857857111968","3654.619","   3.825"," 1930"," 1200"," 2600"," 1938","   3.258","33078.344","9188.429","   1.636","23802.588","6611.830"," 49","0"," 45"," 51","   0.949","5069.926","1408.313","  45.000","    0","    0"
"20:11:56:996","8860045373398","3655.610","   4.058"," 2018"," 1200"," 2600"," 2025","   3.294","33081.608","9189.336","   1.815","23804.387","6612.330"," 48","0"," 45"," 52","   0.900","5070.818","1408.560","  45.000","    0","    0"
"20:11:57:987","8862233629498","3656.601","   2.099"," 1793"," 1200"," 2600"," 1799","   1.510","33083.104","9189.751","   0.838","23805.218","6612.561"," 48","0"," 45"," 49","   0.638","5071.450","1408.736","  45.000","    0","    0"
"20:11:58:977","8864419991658","3657.591","   1.778"," 1663"," 1200"," 2600"," 1674","   1.299","33084.391","9190.109","   0.673","23805.885","6612.746"," 48","0"," 45"," 50","   0.634","5072.077","1408.910","  45.000","    0","    0"
"20:11:59:968","8866606088004","3658.581","   1.813"," 1694"," 1200"," 2600"," 1703","   1.401","33085.778","9190.494","   0.727","23806.604","6612.946"," 47","0"," 45"," 49","   0.658","5072.729","1409.091","  45.000","    0","    0"
"20:12:00:959","8868794430662","3659.572","   2.303"," 1650"," 1200"," 2600"," 1657","   1.472","33087.237","9190.899","   0.822","23807.418","6613.172"," 48","0"," 45"," 50","   0.644","5073.367","1409.269","  45.000","    0","    0"
"20:12:01:950","8870982684334","3660.564","   1.900"," 1719"," 1200"," 2600"," 1728","   1.427","33088.651","9191.292","   0.756","23808.167","6613.380"," 48","0"," 45"," 50","   0.647","5074.007","1409.446","  45.000","    0","    0"
"20:12:02:941","8873170897536","3661.555","   2.936"," 1953"," 1200"," 2600"," 1966","   2.497","33091.125","9191.979","   1.286","23809.441","6613.734"," 48","0"," 44"," 51","   0.828","5074.828","1409.674","  45.000","    0","    0"
"20:12:03:931","8875356893510","3662.545","   2.364"," 1808"," 1200"," 2600"," 1815","   1.751","33092.859","9192.461","   0.948","23810.379","6613.994"," 48","0"," 45"," 50","   0.690","5075.512","1409.864","  45.000","    0","    0"
"20:12:04:922","8877545152358","3663.536","   1.606"," 1695"," 1200"," 2600"," 1706","   1.245","33094.093","9192.804","   0.659","23811.033","6614.176"," 48","0"," 45"," 49","   0.628","5076.134","1410.037","  45.000","    0","    0"
"20:12:05:913","8879733385300","3664.527","   1.886"," 1683"," 1200"," 2600"," 1691","   1.422","33095.503","9193.195","   0.748","23811.774","6614.382"," 48","0"," 45"," 50","   0.643","5076.771","1410.214","  45.000","    0","    0"
"20:12:06:904","8881921637166","3665.518","   1.623"," 1640"," 1200"," 2600"," 1644","   1.250","33096.741","9193.539","   0.628","23812.396","6614.554"," 48","0"," 44"," 49","   0.640","5077.405","1410.390","  45.000","    0","    0"
"20:12:07:895","8884109898926","3666.509","   1.888"," 1712"," 1200"," 2600"," 1719","   1.380","33098.109","9193.919","   0.733","23813.122","6614.756"," 48","0"," 44"," 49","   0.648","5078.047","1410.569","  45.000","    0","    0"
"20:12:08:886","8886298024228","3667.500","   4.066"," 1794"," 1200"," 2600"," 1806","   2.698","33100.783","9194.662","   1.516","23814.624","6615.173"," 48","0"," 44"," 50","   0.843","5078.883","1410.801","  45.000","  450","  433"
"20:12:09:876","8888483995376","3668.490","   3.972"," 1989"," 1200"," 2600"," 2001","   3.344","33104.094","9195.582","   1.756","23816.363","6615.656"," 53","0"," 45"," 53","   0.932","5079.806","1411.057","  45.000","  400","  400"
"20:12:10:866","8890670512762","3669.480","   3.508"," 1935"," 1200"," 2600"," 1943","   3.033","33107.097","9196.416","   1.546","23817.894","6616.082"," 48","0"," 45"," 53","   0.908","5080.705","1411.307","  45.000","    0","    0"
"20:12:11:856","8892856689926","3670.470","   3.595"," 1935"," 1200"," 2600"," 1945","   3.249","33110.314","9197.309","   1.625","23819.503","6616.529"," 48","0"," 45"," 50","   0.950","5081.645","1411.568","  45.000","  350","  333"
"20:12:12:847","8895044912012","3671.461","   4.400"," 2125"," 1200"," 2600"," 2133","   3.625","33113.906","9198.307","   2.030","23821.514","6617.087"," 48","0"," 45"," 55","   0.950","5082.587","1411.830","  45.000","  400","  400"
"20:12:13:838","8897233161266","3672.452","   3.495"," 1910"," 1200"," 2600"," 1915","   2.866","33116.746","9199.096","   1.499","23823.000","6617.500"," 48","0"," 45"," 51","   0.873","5083.453","1412.070","  45.000","    0","    0"
"20:12:14:830","8899421412270","3673.443","   3.850"," 2081"," 1200"," 2600"," 2089","   3.117","33119.835","9199.954","   1.733","23824.717","6617.977"," 48","0"," 45"," 52","   0.896","5084.340","1412.317","  45.000","    0","    0"
"20:12:15:821","8901609691868","3674.434","   1.878"," 1789"," 1200"," 2600"," 1791","   1.344","33121.167","9200.324","   0.747","23825.457","6618.183"," 48","0"," 44"," 49","   0.635","5084.970","1412.492","  45.000","    0","    0"
"20:12:16:811","8903795629576","3675.424","   1.828"," 1753"," 1200"," 2600"," 1755","   1.289","33122.444","9200.679","   0.745","23826.195","6618.388"," 47","0"," 44"," 51","   0.610","5085.574","1412.659","  45.000","    0","    0"
"20:12:17:801","8905981685518","3676.415","   2.309"," 1702"," 1200"," 2600"," 1706","   1.568","33123.996","9201.110","   0.881","23827.067","6618.630"," 47","0"," 44"," 50","   0.656","5086.224","1412.840","  45.000","    0","    0"
"20:12:18:792","8908169973926","3677.406","   1.361"," 1796"," 1200"," 2600"," 1802","   1.145","33125.132","9201.425","   0.619","23827.681","6618.800"," 47","0"," 44"," 49","   0.610","5086.829","1413.008","  45.000","    0","    0"
"20:12:19:783","8910358226852","3678.397","   1.695"," 1806"," 1200"," 2600"," 1814","   1.332","33126.452","9201.792","   0.721","23828.395","6618.999"," 47","0"," 44"," 50","   0.639","5087.462","1413.184","  45.000","    0","    0"
"20:12:20:774","8912546495328","3679.388","   1.396"," 1796"," 1200"," 2600"," 1802","   1.147","33127.588","9202.108","   0.617","23829.007","6619.168"," 48","0"," 44"," 50","   0.608","5088.065","1413.351","  45.000","    0","    0"
"20:12:21:765","8914734744254","3680.379","   1.819"," 1877"," 1200"," 2600"," 1886","   1.374","33128.950","9202.486","   0.784","23829.784","6619.384"," 48","0"," 44"," 49","   0.626","5088.685","1413.524","  45.000","    0","    0"
"20:12:22:756","8916923003848","3681.370","   1.414"," 1729"," 1200"," 2600"," 1732","   1.154","33130.093","9202.804","   0.606","23830.384","6619.551"," 48","0"," 44"," 50","   0.614","5089.293","1413.693","  45.000","    0","    0"
"20:12:23:746","8919109993276","3682.360","   1.705"," 1779"," 1200"," 2600"," 1786","   1.219","33131.300","9203.139","   0.667","23831.045","6619.735"," 47","0"," 44"," 50","   0.626","5089.914","1413.865","  45.000","    0","    0"
"20:12:24:737","8921298229878","3683.351","   1.406"," 1761"," 1200"," 2600"," 1765","   1.139","33132.429","9203.453","   0.620","23831.659","6619.905"," 47","0"," 44"," 49","   0.610","5090.519","1414.033","  45.000","    0","    0"
"20:12:25:729","8923486476652","3684.342","   1.713"," 1810"," 1200"," 2600"," 1820","   1.296","33133.714","9203.809","   0.731","23832.384","6620.107"," 47","0"," 43"," 48","   0.627","5091.140","1414.206","  45.000","    0","    0"
"20:12:26:719","8925673661936","3685.333","   3.612"," 1944"," 1200"," 2600"," 1951","   2.715","33136.404","9204.557","   1.488","23833.858","6620.516"," 48","0"," 44"," 51","   0.833","5091.965","1414.435","  45.000","  500","  500"
"20:12:27:710","8927861827372","3686.324","   3.636"," 1937"," 1200"," 2600"," 1943","   3.041","33139.417","9205.394","   1.559","23835.403","6620.945"," 47","0"," 44"," 49","   0.916","5092.873","1414.687","  45.000","  400","  400"
"20:12:28:701","8930049443662","3687.315","   3.378"," 1966"," 1200"," 2600"," 1976","   3.048","33142.437","9206.232","   1.512","23836.901","6621.361"," 47","0"," 44"," 50","   0.914","5093.779","1414.939","  45.000","    0","    0"
"20:12:29:691","8932236543768","3688.305","   3.572"," 1887"," 1200"," 2600"," 1895","   2.971","33145.379","9207.050","   1.509","23838.396","6621.777"," 48","0"," 44"," 49","   0.907","5094.677","1415.188","  45.000","    0","    0"
"20:12:30:682","8934423716598","3689.296","   7.359"," 2092"," 1200"," 2600"," 2105","   4.479","33149.816","9208.282","   2.751","23841.121","6622.534"," 50","0"," 45"," 52","   0.975","5095.643","1415.456","  45.000","    0","    0"
"20:12:31:673","8936612009640","3690.287","   3.638"," 1887"," 1200"," 2600"," 1891","   3.070","33152.858","9209.127","   1.558","23842.666","6622.963"," 48","0"," 45"," 51","   0.932","5096.566","1415.713","  45.000","    0","    0"
"20:12:32:664","8938800250612","3691.278","   3.828"," 1947"," 1200"," 2600"," 1953","   3.241","33156.070","9210.019","   1.674","23844.324","6623.423"," 48","0"," 44"," 50","   0.921","5097.479","1415.966","  45.000","    0","    0"
