"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"19:51:51:475","6198230741154","2450.089","   3.635"," 2061"," 1200"," 2600"," 2071","   2.359","21492.768","5970.213","   1.600","15863.376","4406.493"," 44","0"," 41"," 49","   0.699","3523.252"," 978.681","  45.000","    0","    0"
"19:51:52:466","6200418875320","2451.080","   3.663"," 2102"," 1200"," 2600"," 2113","   2.354","21495.100","5970.861","   1.685","15865.046","4406.957"," 46","0"," 41"," 48","   0.650","3523.896"," 978.860","  45.000","    0","    0"
"19:51:53:457","6202607151656","2452.071","   2.331"," 1909"," 1200"," 2600"," 1915","   1.532","21496.618","5971.283","   1.013","15866.050","4407.236"," 44","0"," 41"," 49","   0.617","3524.508"," 979.030","  45.000","    0","    0"
"19:51:54:448","6204795384478","2453.062","   3.500"," 2110"," 1200"," 2600"," 2118","   2.376","21498.973","5971.937","   1.646","15867.681","4407.689"," 44","0"," 41"," 50","   0.691","3525.192"," 979.220","  45.000","    0","    0"
"19:51:55:440","6206983617102","2454.053","   2.687"," 1918"," 1200"," 2600"," 1927","   1.721","21500.679","5972.411","   1.137","15868.807","4408.002"," 44","0"," 41"," 46","   0.636","3525.823"," 979.395","  45.000","    0","    0"
"19:51:56:430","6209170011372","2455.044","   2.798"," 2010"," 1200"," 2600"," 2023","   1.837","21502.497","5972.916","   1.258","15870.053","4408.348"," 44","0"," 41"," 49","   0.636","3526.452"," 979.570","  45.000","    0","    0"
"19:51:57:421","6211358281046","2456.035","   4.969"," 2275"," 1200"," 2700"," 2287","   3.292","21505.760","5973.822","   2.439","15872.470","4409.020"," 44","0"," 41"," 50","   0.718","3527.163"," 979.768","  45.000","    0","    0"
"19:51:58:412","6213546532922","2457.026","   2.747"," 1920"," 1200"," 2600"," 1933","   1.765","21507.509","5974.308","   1.188","15873.648","4409.347"," 44","0"," 41"," 47","   0.626","3527.784"," 979.940","  45.000","    0","    0"
"19:51:59:402","6215733643784","2458.016","   2.758"," 2035"," 1200"," 2600"," 2045","   1.834","21509.326","5974.813","   1.254","15874.890","4409.692"," 44","0"," 41"," 48","   0.642","3528.420"," 980.117","  45.000","    0","    0"
"19:52:00:393","6217921429274","2459.007","   3.762"," 2081"," 1200"," 2600"," 2096","   2.355","21511.659","5975.461","   1.663","15876.538","4410.150"," 47","0"," 41"," 50","   0.679","3529.092"," 980.303","  45.000","    0","    0"
"19:52:01:383","6220107691382","2459.997","  17.979"," 2520"," 1200"," 2600"," 2526","   8.827","21520.399","5977.889","   7.451","15883.916","4412.199"," 49","0"," 42"," 56","   1.090","3530.171"," 980.603","  45.000","    0","    0"
"19:52:02:374","6222294169404","2460.988","  11.548"," 2594"," 2400"," 2600"," 2600","   7.999","21528.320","5980.089","   6.760","15890.610","4414.058"," 50","0"," 43"," 55","   0.712","3530.876"," 980.799","  45.000","    0","    0"
"19:52:03:364","6224480125464","2461.978","  23.115"," 2593"," 1300"," 2700"," 2599","  12.935","21541.126","5983.646","  11.610","15902.104","4417.251"," 51","0"," 44"," 56","   0.952","3531.819"," 981.061","  45.000","    0","    0"
"19:52:04:354","6226666593838","2462.968","  20.738"," 2594"," 2500"," 2600"," 2600","  11.677","21552.688","5986.858","  10.391","15912.394","4420.109"," 54","0"," 44"," 56","   0.902","3532.713"," 981.309","  45.000","    0","    0"
"19:52:05:344","6228853611016","2463.958","  15.520"," 2592"," 1300"," 2700"," 2598","   9.719","21562.315","5989.532","   8.436","15920.750","4422.431"," 50","0"," 45"," 55","   0.832","3533.536"," 981.538","  45.000","    0","    0"
"19:52:06:335","6231039616384","2464.948","  32.947"," 2594"," 2500"," 2600"," 2600","  16.800","21578.948","5994.152","  15.255","15935.854","4426.626"," 57","0"," 45"," 60","   1.129","3534.654"," 981.848","  45.000","    0","    0"
"19:52:07:325","6233227043926","2465.939","  17.421"," 2579"," 1200"," 2600"," 2585","  10.348","21589.200","5997.000","   8.763","15944.535","4429.038"," 48","0"," 46"," 58","   1.050","3535.695"," 982.137","  45.000","    0","    0"
"19:52:08:315","6235413079658","2466.929","  12.748"," 2428"," 1200"," 2600"," 2437","   7.050","21596.180","5998.939","   5.914","15950.390","4430.664"," 50","0"," 44"," 55","   0.892","3536.577"," 982.383","  45.000","    0","    0"
"19:52:09:306","6237601476174","2467.920","  37.603"," 2592"," 1200"," 2700"," 2598","  17.876","21613.897","6003.860","  16.352","15966.596","4435.166"," 50","0"," 46"," 62","   1.319","3537.884"," 982.746","  45.000","    0","    0"
"19:52:10:297","6239789428328","2468.911","   7.012"," 2306"," 1200"," 2600"," 2315","   4.227","21618.086","6005.024","   3.385","15969.951","4436.097"," 48","0"," 43"," 54","   0.728","3538.606"," 982.946","  45.000","    0","    0"
"19:52:11:288","6241977640042","2469.902","   3.779"," 1981"," 1200"," 2700"," 1989","   2.293","21620.358","6005.655","   1.600","15971.537","4436.538"," 47","0"," 43"," 53","   0.668","3539.268"," 983.130","  45.000","    0","    0"
"19:52:12:279","6244165872904","2470.893","   3.671"," 2229"," 1200"," 2600"," 2236","   2.469","21622.805","6006.335","   1.812","15973.333","4437.037"," 46","0"," 43"," 53","   0.657","3539.919"," 983.311","  45.000","    0","    0"
"19:52:13:270","6246352580260","2471.884","   5.403"," 2142"," 1200"," 2600"," 2155","   3.364","21626.137","6007.260","   2.480","15975.789","4437.719"," 49","0"," 43"," 52","   0.724","3540.635"," 983.510","  45.000","    0","    0"
"19:52:14:261","6248540856262","2472.875","   7.335"," 2463"," 1200"," 2700"," 2467","   4.917","21631.010","6008.614","   3.938","15979.692","4438.803"," 46","0"," 43"," 54","   0.752","3541.381"," 983.717","  45.000","    0","    0"
"19:52:15:252","6250729101466","2473.866","   4.172"," 2027"," 1200"," 2600"," 2034","   2.605","21633.591","6009.331","   1.835","15981.511","4439.309"," 46","0"," 43"," 51","   0.698","3542.072"," 983.909","  45.000","    0","    0"
"19:52:16:243","6252917353524","2474.857","   2.823"," 1982"," 1200"," 2600"," 1986","   1.856","21635.431","6009.842","   1.244","15982.744","4439.651"," 46","0"," 43"," 51","   0.644","3542.710"," 984.086","  45.000","    0","    0"
"19:52:17:234","6255105631844","2475.848","   3.329"," 1938"," 1200"," 2600"," 1950","   2.115","21637.527","6010.424","   1.413","15984.144","4440.040"," 46","0"," 43"," 51","   0.675","3543.379"," 984.272","  45.000","    0","    0"
"19:52:18:225","6257293877908","2476.839","   3.857"," 2175"," 1200"," 2600"," 2185","   2.569","21640.073","6011.131","   1.887","15986.014","4440.560"," 46","0"," 43"," 51","   0.646","3544.019"," 984.450","  45.000","    0","    0"
"19:52:19:216","6259482091246","2477.830","   3.119"," 2001"," 1200"," 2600"," 2009","   2.054","21642.109","6011.697","   1.374","15987.376","4440.938"," 46","0"," 43"," 51","   0.670","3544.684"," 984.634","  45.000","    0","    0"
"19:52:20:207","6261669582484","2478.821","   3.354"," 1953"," 1200"," 2600"," 1961","   2.147","21644.236","6012.288","   1.445","15988.808","4441.336"," 46","0"," 42"," 48","   0.681","3545.358"," 984.822","  45.000","    0","    0"
"19:52:21:198","6263857845420","2479.812","  11.641"," 1697"," 1200"," 2600"," 1706","   4.759","21648.953","6013.598","   3.619","15992.395","4442.332"," 46","0"," 43"," 52","   0.769","3546.121"," 985.033","  45.000","  350","  333"
"19:52:22:189","6266045310424","2480.803","  58.580"," 2549"," 1200"," 2600"," 2556","  19.509","21668.281","6018.967","  18.111","16010.337","4447.316"," 59","0"," 43"," 65","   1.274","3547.382"," 985.384","  45.000","    0","    0"
"19:52:23:179","6268231583448","2481.793","  57.189"," 1931"," 1200"," 2600"," 1943","  15.291","21683.422","6023.173","  13.840","16024.041","4451.123"," 54","0"," 47"," 61","   1.112","3548.483"," 985.690","  45.000","    0","    0"
"19:52:24:170","6270419019330","2482.783","  23.006"," 2148"," 1200"," 2600"," 2155","  10.085","21693.412","6025.948","   8.728","16032.688","4453.524"," 51","0"," 45"," 55","   0.908","3549.382"," 985.940","  45.000","    0","    0"
"19:52:25:160","6272606201214","2483.774","   4.611"," 2131"," 1200"," 2600"," 2140","   2.723","21696.110","6026.697","   1.977","16034.646","4454.068"," 47","0"," 43"," 52","   0.700","3550.076"," 986.132","  45.000","    0","    0"
"19:52:26:151","6274793018160","2484.764","   2.922"," 1808"," 1200"," 2600"," 1812","   1.711","21697.805","6027.168","   1.139","16035.774","4454.382"," 47","0"," 43"," 52","   0.635","3550.704"," 986.307","  45.000","    0","    0"
"19:52:27:141","6276979105662","2485.755","   3.875"," 2091"," 1200"," 2600"," 2103","   2.449","21700.229","6027.842","   1.749","16037.506","4454.863"," 47","0"," 43"," 52","   0.673","3551.371"," 986.492","  45.000","    0","    0"
"19:52:28:132","6279167434756","2486.746","   3.107"," 1995"," 1200"," 2600"," 2002","   2.020","21702.232","6028.398","   1.362","16038.855","4455.238"," 46","0"," 43"," 52","   0.653","3552.018"," 986.672","  45.000","    0","    0"
"19:52:29:122","6281353725892","2487.736","   5.069"," 2010"," 1200"," 2600"," 2016","   2.982","21705.185","6029.218","   2.116","16040.951","4455.820"," 49","0"," 43"," 52","   0.730","3552.741"," 986.872","  45.000","    0","    0"
"19:52:30:113","6283542001368","2488.727","   4.364"," 2085"," 1200"," 2600"," 2099","   2.657","21707.818","6029.949","   1.827","16042.762","4456.323"," 47","0"," 43"," 50","   0.697","3553.431"," 987.064","  45.000","    0","    0"
"19:52:31:103","6285728215810","2489.717","   3.071"," 2004"," 1200"," 2600"," 2015","   1.931","21709.730","6030.481","   1.310","16044.059","4456.683"," 47","0"," 43"," 49","   0.648","3554.073"," 987.243","  45.000","    0","    0"
"19:52:32:093","6287914376422","2490.707","   2.552"," 1948"," 1200"," 2600"," 1957","   1.581","21711.295","6030.915","   1.085","16045.133","4456.981"," 46","0"," 43"," 49","   0.609","3554.676"," 987.410","  45.000","  350","  333"
"19:52:33:084","6290102571704","2491.698","   4.282"," 1984"," 1200"," 2600"," 1988","   2.583","21713.854","6031.626","   1.769","16046.886","4457.468"," 47","0"," 43"," 52","   0.688","3555.358"," 987.599","  45.000","    0","    0"
"19:52:34:075","6292290804806","2492.689","   3.030"," 2067"," 1200"," 2600"," 2070","   2.049","21715.885","6032.190","   1.374","16048.248","4457.847"," 46","0"," 42"," 51","   0.666","3556.018"," 987.783","  45.000","    0","    0"
"19:52:35:066","6294479035314","2493.680","   3.392"," 2029"," 1200"," 2600"," 2038","   2.144","21718.010","6032.781","   1.463","16049.698","4458.249"," 46","0"," 43"," 50","   0.678","3556.690"," 987.969","  45.000","    0","    0"
"19:52:36:057","6296667300266","2494.671","   2.997"," 1991"," 1200"," 2600"," 2001","   1.950","21719.942","6033.317","   1.299","16050.985","4458.607"," 46","0"," 43"," 51","   0.657","3557.341"," 988.150","  45.000","    0","    0"
"19:52:37:049","6298855484086","2495.662","   3.061"," 2011"," 1200"," 2600"," 2020","   1.999","21721.923","6033.868","   1.335","16052.308","4458.974"," 46","0"," 43"," 51","   0.660","3557.995"," 988.332","  45.000","    0","    0"
"19:52:38:039","6301042486618","2496.653","   3.636"," 2005"," 1200"," 2600"," 2011","   2.339","21724.240","6034.511","   1.576","16053.869","4459.408"," 46","0"," 43"," 48","   0.696","3558.684"," 988.523","  45.000","    0","    0"
"19:52:39:029","6303228710774","2497.643","   4.055"," 1975"," 1200"," 2600"," 1984","   2.309","21726.526","6035.146","   1.632","16055.485","4459.857"," 46","0"," 42"," 52","   0.702","3559.379"," 988.716","  45.000","  350","  333"
"19:52:40:020","6305416904826","2498.634","   2.735"," 1910"," 1200"," 2600"," 1920","   1.758","21728.268","6035.630","   1.160","16056.635","4460.176"," 47","0"," 42"," 49","   0.636","3560.009"," 988.891","  45.000","    0","    0"
"19:52:41:011","6307605181060","2499.625","   3.235"," 2056"," 1200"," 2600"," 2066","   2.176","21730.425","6036.229","   1.419","16058.041","4460.567"," 45","0"," 42"," 49","   0.694","3560.697"," 989.082","  45.000","    0","    0"
"19:52:42:001","6309791289106","2500.615","   4.775"," 2077"," 1200"," 2600"," 2089","   2.685","21733.084","6036.968","   2.007","16060.028","4461.119"," 46","0"," 42"," 51","   0.680","3561.370"," 989.269","  45.000","    0","    0"
"19:52:42:992","6311979550568","2501.606","   3.128"," 1975"," 1200"," 2600"," 1985","   2.024","21735.090","6037.525","   1.349","16061.364","4461.490"," 45","0"," 42"," 50","   0.660","3562.024"," 989.451","  45.000","    0","    0"
"19:52:43:983","6314167781646","2502.597","   3.374"," 1937"," 1200"," 2600"," 1943","   2.134","21737.205","6038.113","   1.407","16062.758","4461.877"," 45","0"," 42"," 51","   0.680","3562.698"," 989.638","  45.000","    0","    0"
"19:52:44:975","6316356023344","2503.588","   3.192"," 2009"," 1200"," 2600"," 2021","   2.161","21739.346","6038.707","   1.422","16064.168","4462.269"," 46","0"," 42"," 49","   0.684","3563.376"," 989.827","  45.000","    0","    0"
"19:52:45:966","6318544261486","2504.579","   3.391"," 2035"," 1200"," 2600"," 2039","   2.165","21741.492","6039.303","   1.458","16065.613","4462.670"," 45","0"," 42"," 49","   0.673","3564.043"," 990.012","  45.000","    0","    0"
"19:52:46:957","6320732504932","2505.571","   2.633"," 1961"," 1200"," 2600"," 1972","   1.740","21743.216","6039.782","   1.140","16066.742","4462.984"," 46","0"," 42"," 47","   0.638","3564.676"," 990.188","  45.000","    0","    0"
"19:52:47:947","6322918822498","2506.561","   3.010"," 1959"," 1200"," 2600"," 1964","   2.013","21745.210","6040.336","   1.289","16068.018","4463.338"," 44","0"," 42"," 48","   0.682","3565.351"," 990.375","  45.000","    0","    0"
"19:52:48:937","6325105550042","2507.551","   3.180"," 1975"," 1200"," 2600"," 1988","   2.072","21747.263","6040.906","   1.386","16069.391","4463.720"," 45","0"," 42"," 48","   0.671","3566.015"," 990.560","  45.000","    0","    0"
"19:52:49:928","6327293813788","2508.542","   3.116"," 2002"," 1200"," 2700"," 2007","   2.085","21749.329","6041.480","   1.364","16070.743","4464.095"," 45","0"," 41"," 49","   0.678","3566.687"," 990.747","  45.000","    0","    0"
"19:52:50:919","6329480803206","2509.533","   8.940"," 2094"," 1200"," 2600"," 2105","   4.433","21753.719","6042.700","   3.573","16074.282","4465.078"," 46","0"," 42"," 51","   0.743","3567.423"," 990.951","  45.000","    0","    0"
"19:52:51:910","6331668950920","2510.524","   7.136"," 2343"," 1200"," 2700"," 2351","   4.779","21758.455","6044.015","   3.745","16077.993","4466.109"," 48","0"," 42"," 52","   0.732","3568.149"," 991.152","  45.000","    0","    0"
"19:52:52:900","6333856129458","2511.514","  10.144"," 1602"," 1200"," 2600"," 1608","   4.272","21762.687","6045.191","   3.074","16081.038","4466.955"," 45","0"," 43"," 52","   0.680","3568.823"," 991.340","  45.000","    0","    0"
"19:52:53:891","6336044410808","2512.505","   3.398"," 1954"," 1200"," 2600"," 1963","   2.110","21764.779","6045.772","   1.406","16082.432","4467.342"," 45","0"," 42"," 50","   0.677","3569.494"," 991.526","  45.000","    0","    0"
"19:52:54:883","6338232656042","2513.496","   3.105"," 2010"," 1200"," 2700"," 2021","   2.097","21766.857","6046.349","   1.395","16083.815","4467.726"," 46","0"," 42"," 48","   0.671","3570.159"," 991.711","  45.000","    0","    0"
"19:52:55:874","6340420889754","2514.487","   3.117"," 2049"," 1200"," 2700"," 2060","   2.171","21769.009","6046.947","   1.437","16085.239","4468.122"," 46","0"," 42"," 48","   0.681","3570.834"," 991.898","  45.000","    0","    0"
"19:52:56:864","6342606960244","2515.478","   3.221"," 2010"," 1200"," 2600"," 2019","   2.064","21771.052","6047.514","   1.404","16086.629","4468.508"," 46","0"," 42"," 49","   0.661","3571.489"," 992.080","  45.000","    0","    0"
"19:52:57:855","6344795207330","2516.469","   3.353"," 2130"," 1200"," 2600"," 2137","   2.303","21773.335","6048.149","   1.584","16088.198","4468.944"," 45","0"," 42"," 48","   0.673","3572.155"," 992.265","  45.000","    0","    0"
"19:52:58:846","6346983483206","2517.460","   3.019"," 2024"," 1200"," 2600"," 2032","   1.986","21775.304","6048.695","   1.330","16089.516","4469.310"," 45","0"," 42"," 51","   0.665","3572.814"," 992.448","  45.000","    0","    0"
"19:52:59:837","6349171574166","2518.451","   2.983"," 2016"," 1200"," 2600"," 2025","   1.903","21777.189","6049.219","   1.273","16090.777","4469.660"," 50","0"," 42"," 51","   0.644","3573.452"," 992.625","  45.000","  350","  333"
"19:53:00:827","6351357999676","2519.441","   3.122"," 1978"," 1200"," 2600"," 1987","   2.132","21779.300","6049.806","   1.365","16092.129","4470.036"," 47","0"," 42"," 51","   0.689","3574.134"," 992.815","  45.000","    0","    0"
"19:53:01:817","6353544347838","2520.431","   3.098"," 1925"," 1200"," 2600"," 1937","   2.005","21781.286","6050.357","   1.295","16093.411","4470.392"," 45","0"," 42"," 51","   0.672","3574.799"," 993.000","  45.000","    0","    0"
"19:53:02:808","6355732472544","2521.422","   3.406"," 2119"," 1200"," 2600"," 2130","   2.336","21783.601","6051.000","   1.622","16095.018","4470.838"," 46","0"," 41"," 49","   0.673","3575.467"," 993.185","  45.000","    0","    0"
"19:53:03:799","6357920160138","2522.413","   4.154"," 2162"," 1200"," 2600"," 2168","   2.741","21786.317","6051.755","   1.936","16096.936","4471.371"," 46","0"," 41"," 51","   0.712","3576.172"," 993.381","  45.000","    0","    0"
"19:53:04:790","6360108394368","2523.404","   1.812"," 1762"," 1200"," 2600"," 1771","   1.120","21787.427","6052.063","   0.715","16097.645","4471.568"," 45","0"," 41"," 47","   0.577","3576.744"," 993.540","  45.000","    0","    0"
"19:53:05:780","6362294761110","2524.394","   3.186"," 2124"," 1200"," 2600"," 2132","   2.143","21789.549","6052.653","   1.498","16099.128","4471.980"," 44","0"," 41"," 48","   0.645","3577.383"," 993.718","  45.000","    0","    0"
